AR1410B.PV,DR1103.PV,DR1105.PV,DR1106.PV,DR1107.PV,DR1108.PV,DR1110.PV,FI1113.PV,FI1424.PV,FI1902.PV,FIC_1121.PV,FIC_1122.MV,FIC_1122.PV,FIC_1127.MV,FIC_1127.PV,FI_1127.PV,FRC1102.MV,FRC1107.MV,FRC1113.MV,FRC1113.PV,FRC1424.PV,FRCA1110.MV,FRCA1112.MV,FRQ1623.PV,FRSA1101.PV,FT_1121.PV,FT_1122.PV,LRCA1101.MV,LRCA1101.PV,PDR1103.PV,PDR1106.PV,PDR1401.PV,PDRCA1109.PV,PDRSA1104.PV,PIC1101A.PV,PI_1132A.PV,PI_1132B.PV,PI_1134.PV,PI_1138A.PV,PI_1180.PV,PI_1182.PV,PR1102A.PV,PRA1102.PV,TI1105A.PV,TI1132.PV,TI1133.PV,TIA2872.PV,TIA2873.PV,TIA2874.PV,TIA2875.PV,TIA2876.PV,TIA2877.PV,TIC_1101.MV,TIC_1101.PV,TIC_1101.SV,TIC_1155.MV,TI_1142.PV,TI_1145.PV,TRC1118A.MV
86.95,57.525,3.1609,57.6,207.3825,258.4991,412.1,2.5898,4.79,171.4365,344.64,71.9716,704.0,19.2481,596.88,596.88,9.7554,65.9112,76.5725,2.5898,4.79,11.1066,15.7013,9.0695,171.444,344.64,704.0,78.9345,33.1,8.625,5.609,12.17,48.072,34.68,14.7807,0.1892,0.1222,0.1234,0.1208,0.1978,0.1234,0.1868,0.1165,613.72,252.05,327.05,84.495,85.11,85.26,82.2975,83.4675,81.9,74.6696,590.34,600.0,20.1264,579.74,547.52,5.0
86.4,57.6,3.8953,57.5625,206.865,258.2581,411.5,2.5902,4.775,171.477,344.52,71.981,704.0,19.2618,596.82,596.82,9.7616,65.9201,76.5837,2.5902,4.775,11.1072,15.701,9.0695,171.486,344.52,704.0,79.0483,33.11,8.665,5.634,12.172,47.118,34.064,14.7862,0.1901,0.1228,0.124,0.1214,0.1987,0.1239,0.1877,0.1172,612.96,252.05,327.0,84.495,85.1475,85.26,82.3125,83.49,81.87,74.7989,589.62,600.0,20.1303,579.77,547.55,5.0
86.85,57.5625,3.8953,57.5625,207.045,258.3614,412.0,2.5902,4.76,171.504,344.4,71.9904,704.0,19.2728,597.0,597.0,9.769,65.9278,76.596,2.5902,4.76,11.1041,15.7008,9.0695,171.5,344.4,704.0,79.1633,33.12,8.703,5.659,12.175,45.3,33.459,14.7918,0.191,0.1234,0.1245,0.122,0.1996,0.1245,0.1886,0.1177,612.2,252.0,326.95,84.465,85.17,85.305,82.305,83.4675,81.93,75.066,588.18,600.0,20.1342,579.83,547.61,5.0
86.05,57.525,3.3109,57.6,206.6175,258.1203,410.8,2.5906,4.745,171.5445,344.31,71.9992,704.08,19.2861,596.94,596.94,9.7752,65.936,76.6067,2.5906,4.745,11.1034,15.7005,9.0706,171.542,344.31,704.08,79.2795,33.13,8.741,5.682,12.177,45.3,32.8705,14.7973,0.1918,0.124,0.1251,0.1225,0.2006,0.125,0.1895,0.1183,611.44,251.95,326.9,84.5025,85.2,85.3125,82.2675,83.5125,81.945,75.066,588.18,600.0,20.1533,579.86,547.64,5.0
86.125,57.6375,3.3109,57.5625,206.2125,258.0514,411.1,2.5906,4.73,171.5715,344.19,72.0084,704.08,19.2966,597.12,597.12,9.7818,65.9441,76.6185,2.5906,4.73,11.1027,15.7003,9.0706,171.57,344.19,704.08,79.397,33.14,8.778,5.704,12.179,43.572,32.304,14.8029,0.1927,0.1246,0.1256,0.123,0.2014,0.1256,0.1904,0.1189,610.68,251.95,326.9,84.5325,85.17,85.335,82.305,83.4975,81.945,75.3448,586.74,600.0,20.1577,579.89,547.67,5.0
86.275,57.6,3.1734,57.6,206.505,257.8448,410.55,2.5912,4.7025,171.6525,343.98,72.0275,704.0,19.3191,597.24,597.24,9.7954,65.9607,76.639,2.5912,4.7025,11.1064,15.6998,9.0706,171.654,343.98,704.0,79.5845,33.155,8.848,5.748,12.183,42.744,31.204,14.814,0.1943,0.1257,0.1266,0.1241,0.2031,0.1266,0.1921,0.1199,609.2,251.85,326.8,84.5325,85.2075,85.3425,82.2525,83.4375,81.9225,75.4886,586.02,600.0,20.1664,579.95,547.73,5.0
86.275,57.6,3.1734,57.6,206.505,257.8448,410.55,2.5912,4.7025,171.6525,343.98,72.0369,704.0,19.3306,597.24,597.24,9.8021,65.9689,76.65,2.5912,4.7025,11.1064,15.6998,9.0706,171.654,343.98,704.0,79.6039,33.155,8.848,5.748,12.183,42.744,31.204,14.8282,0.1943,0.1257,0.1266,0.1241,0.2031,0.1266,0.1921,0.1199,609.2,251.85,326.8,84.5325,85.2075,85.3425,82.2525,83.4375,81.9225,75.5451,586.02,600.0,20.1664,579.95,547.73,5.0
86.275,57.6,3.7484,57.6,206.505,257.8448,410.55,2.5912,4.7025,171.6525,343.8,72.0456,704.08,19.3413,597.3,597.24,9.8088,65.977,76.6602,2.5914,4.675,11.1038,15.6995,9.0706,171.654,343.98,704.0,79.8258,33.175,8.848,5.748,12.183,41.154,31.204,14.834,0.1943,0.1257,0.1266,0.1241,0.2031,0.1266,0.1921,0.1199,609.2,251.85,326.8,84.5325,85.2075,85.3425,82.2525,83.4375,81.9225,75.7819,584.58,600.0,20.1707,579.95,547.73,5.0
86.45,57.5625,3.1516,57.6,206.505,256.8116,409.95,2.5914,4.675,171.7335,343.71,72.0524,704.4,19.3466,597.78,597.3,9.8147,65.9845,76.6665,2.5926,4.66,11.1038,15.6993,9.0711,171.738,343.8,704.08,79.9489,33.185,8.916,5.788,12.188,40.374,30.1645,14.8398,0.1958,0.1268,0.1276,0.1251,0.2047,0.1276,0.1937,0.121,607.68,251.8,326.7,84.5325,85.1625,85.2975,82.3125,83.3925,82.0125,75.9344,583.86,600.0,20.1751,579.98,547.76,5.0
86.325,57.6,3.1516,57.6,205.6275,256.4672,409.8,2.5926,4.66,171.855,343.71,72.0524,704.4,19.3466,597.78,597.78,9.8147,65.9845,76.6665,2.5926,4.66,11.1031,15.702,9.0733,171.85,343.71,704.4,79.9489,33.185,8.948,5.808,12.19,39.624,29.6585,14.8398,0.1966,0.1273,0.1281,0.1256,0.2054,0.1281,0.1945,0.1215,606.96,251.75,326.65,84.5025,85.11,85.335,82.2675,83.4,82.0275,76.0935,583.11,600.0,20.1794,579.98,547.79,5.0
86.45,57.5625,3.1422,57.6,205.8525,256.5361,409.5,2.5916,4.6475,171.801,343.53,72.0715,704.24,19.3693,597.54,597.48,9.8285,66.0013,76.687,2.5924,4.635,11.1055,15.7035,9.0711,171.794,343.62,704.16,80.1477,33.2,8.98,5.827,12.195,38.892,29.1525,14.8515,0.1973,0.1278,0.1285,0.126,0.2062,0.1285,0.1952,0.122,606.2,251.7,326.6,84.48,85.095,85.305,82.29,83.43,82.0275,76.2482,582.42,600.0,20.1882,579.98,547.79,5.0
86.5,57.6375,3.6062,57.525,206.1225,256.9838,409.4,2.5924,4.635,171.828,343.53,72.0715,704.24,19.3693,597.54,597.54,9.8285,66.0013,76.687,2.5924,4.635,11.1055,15.7035,9.0722,171.836,343.53,704.24,80.1477,33.2,9.011,5.845,12.196,38.178,28.6685,14.8515,0.198,0.1283,0.129,0.1265,0.207,0.129,0.1959,0.1224,605.44,251.65,326.55,84.4575,85.05,85.32,82.3275,83.4525,82.0275,76.4094,581.7,600.0,20.1882,579.98,547.79,5.0
86.2,57.6,3.6062,57.6,205.875,256.5361,408.75,2.592,4.6225,171.8685,343.44,72.0812,704.16,19.3811,597.42,597.42,9.8352,66.0094,76.698,2.592,4.6225,11.1061,15.7013,9.0717,171.864,343.44,704.16,80.2739,33.21,9.041,5.863,12.198,38.178,28.19,14.8573,0.1987,0.1288,0.1294,0.1269,0.2077,0.1294,0.1966,0.1229,604.72,251.65,326.5,84.4275,85.0125,85.3575,82.2825,83.4075,81.9975,76.4094,581.7,600.0,20.2078,579.98,547.79,5.0
86.925,57.525,3.6391,57.6,205.335,256.1573,408.7,2.5922,4.6075,171.909,343.35,72.0897,704.24,19.3911,597.48,597.48,9.8411,66.0176,76.7072,2.5922,4.6075,11.1067,15.701,9.0722,171.906,343.35,704.24,80.3508,33.215,9.071,5.88,12.201,36.798,27.728,14.8546,0.1994,0.1292,0.1299,0.1274,0.2083,0.1298,0.1973,0.1233,603.96,251.6,326.4,84.3975,84.9825,85.365,82.29,83.4225,81.975,76.7368,580.29,600.0,20.2126,579.98,547.79,5.0
86.2,57.6,3.325,57.5625,205.7625,255.9851,408.45,2.5924,4.5975,171.936,343.2,72.1063,704.4,19.4081,597.78,597.54,9.8532,66.0337,76.725,2.5926,4.585,11.1028,15.7005,9.0728,171.934,343.26,704.32,80.5576,33.23,9.1,5.897,12.203,36.138,27.2715,14.8657,0.2,0.1297,0.1303,0.1278,0.209,0.1302,0.198,0.1238,603.24,251.55,326.35,84.375,84.975,85.365,82.3275,83.415,82.0125,76.9066,579.57,600.0,20.2223,579.95,547.79,5.0
86.975,57.6375,3.325,57.525,205.155,256.4328,408.25,2.5926,4.585,171.9765,343.2,72.1157,704.32,19.4081,597.78,597.78,9.8532,66.0411,76.7335,2.5928,4.5725,11.1028,15.7005,9.0733,171.976,343.2,704.4,80.5576,33.23,9.128,5.913,12.205,35.496,26.826,14.8657,0.2006,0.1301,0.1307,0.1283,0.2097,0.1306,0.1987,0.1242,602.48,251.5,326.3,84.39,84.9825,85.32,82.365,83.4225,82.0425,77.0756,578.88,600.0,20.2223,579.95,547.76,5.0
86.5,57.525,3.1594,57.6,205.4925,256.295,407.45,2.5928,4.5725,172.017,343.02,72.1239,704.4,19.4248,597.9,597.84,9.8655,66.0483,76.741,2.5932,4.56,11.1052,15.7,9.0733,172.018,343.11,704.32,80.7683,33.245,9.156,5.929,12.205,34.872,26.4025,14.8857,0.2013,0.1306,0.1311,0.1286,0.2103,0.131,0.1993,0.1247,601.76,251.45,326.25,84.4275,84.9675,85.2975,82.38,83.46,82.0575,77.2511,578.16,600.0,20.232,579.92,547.76,5.0
86.0,57.6,3.5766,57.525,204.7275,255.3996,407.2,2.5932,4.56,172.0575,342.96,72.132,704.48,19.4343,597.84,597.9,9.8717,66.0567,76.7502,2.593,4.55,11.1058,15.6998,9.0744,172.06,343.02,704.4,80.9001,33.255,9.183,5.944,12.208,34.266,25.9845,14.8915,0.2019,0.131,0.1315,0.1291,0.211,0.1314,0.1999,0.1251,601.0,251.4,326.2,84.435,84.9825,85.2675,82.4175,83.4525,82.035,77.4258,577.47,600.0,20.2369,579.89,547.73,5.0
86.55,57.6,3.3125,57.5625,204.7725,255.9162,406.8,2.5932,4.5375,172.098,342.87,72.1394,704.64,19.4426,597.9,597.9,9.8778,66.0639,76.7582,2.5932,4.5375,11.1064,15.6995,9.0739,172.102,342.87,704.64,80.9826,33.26,9.235,5.973,12.213,33.678,25.165,14.8973,0.203,0.1318,0.1319,0.1294,0.2122,0.1318,0.2011,0.1259,599.56,251.35,326.1,84.5175,85.005,85.305,82.3575,83.4075,82.0725,77.6032,576.78,600.0,20.2417,579.86,547.7,5.0
86.55,57.6,3.3125,57.5625,204.7725,255.9162,406.8,2.5932,4.5375,172.098,342.87,72.1484,704.56,19.4426,597.9,597.9,9.8778,66.0715,76.7652,2.5936,4.5275,11.1064,15.6995,9.075,172.102,342.87,704.64,80.9826,33.26,9.235,5.973,12.213,33.108,25.165,14.8973,0.203,0.1318,0.1323,0.1298,0.2122,0.1322,0.2011,0.1259,599.56,251.3,326.1,84.5175,85.005,85.305,82.3575,83.4075,82.0725,77.7835,576.09,600.0,20.2417,579.83,547.7,5.0
86.875,57.5625,3.4812,57.6,204.3,255.8129,407.05,2.5936,4.5275,172.125,342.81,72.1484,704.56,19.4521,597.84,597.84,9.8833,66.0715,76.7652,2.5936,4.5275,11.1032,15.6993,9.075,172.13,342.81,704.56,81.0658,33.265,9.26,5.987,12.216,32.556,24.769,14.8946,0.2036,0.1322,0.1326,0.1302,0.2127,0.1326,0.2017,0.1262,598.84,251.3,326.0,84.54,84.9675,85.2975,82.3875,83.415,82.0575,77.9627,575.43,600.0,20.2466,579.8,547.67,5.0
86.05,57.6,3.2547,57.5625,204.435,254.8142,406.6,2.5938,4.5175,172.179,342.69,72.1647,704.64,19.4666,598.08,597.96,9.8951,66.0866,76.7802,2.5938,4.5075,11.1019,15.7018,9.0761,172.172,342.75,704.64,81.2851,33.28,9.285,6.0,12.218,32.022,24.384,14.9057,0.2041,0.1326,0.133,0.1305,0.2133,0.133,0.2022,0.1266,598.12,251.25,325.95,84.51,84.9825,85.32,82.395,83.4675,82.0875,78.1484,574.74,600.0,20.272,579.77,547.61,5.0
86.675,57.5625,3.7484,57.6,204.6825,255.3652,406.7,2.5938,4.5075,172.206,342.69,72.1718,704.8,19.4666,598.08,598.08,9.8951,66.0935,76.7865,2.5942,4.495,11.1019,15.7018,9.0761,172.2,342.69,704.64,81.2851,33.28,9.309,6.012,12.219,31.512,24.01,14.9057,0.2046,0.133,0.1333,0.1309,0.2138,0.1333,0.2027,0.1269,597.44,251.2,325.9,84.54,84.9525,85.275,82.3875,83.4975,82.11,78.3332,574.08,600.0,20.272,579.71,547.58,5.0
86.525,57.525,3.0437,57.6,204.48,254.9175,406.2,2.5942,4.495,172.2465,342.54,72.1793,704.88,19.4813,598.14,598.2,9.9059,66.1009,76.7945,2.594,4.4875,11.1055,15.6998,9.0766,172.242,342.6,704.8,81.457,33.29,9.332,6.024,12.219,31.014,23.6635,14.9168,0.2051,0.1333,0.1336,0.1312,0.2143,0.1336,0.2033,0.1273,596.72,251.15,325.85,84.5325,85.02,85.2825,82.3725,83.52,82.05,78.5206,573.42,600.0,20.2827,579.68,547.55,5.0
86.275,57.6,3.8984,57.6,204.525,254.8486,406.8,2.594,4.4875,172.2735,342.54,72.1793,704.88,19.4813,598.14,598.14,9.9059,66.1009,76.7945,2.594,4.4875,11.1055,15.6998,9.0766,172.27,342.54,704.88,81.457,33.29,9.354,6.036,12.222,30.534,23.3115,14.9168,0.2056,0.1337,0.134,0.1315,0.2148,0.1339,0.2038,0.1276,596.04,251.1,325.8,84.525,84.9825,85.26,82.4025,83.5425,82.0875,78.7106,572.76,600.0,20.2827,579.62,547.49,5.0
86.875,57.525,3.8984,57.5625,203.94,254.642,406.15,2.5944,4.4775,172.3275,342.42,72.194,705.04,19.4948,598.26,598.26,9.9163,66.1148,76.8075,2.5944,4.4675,11.1061,15.6993,9.0778,172.326,342.48,704.88,81.6314,33.3,9.376,6.047,12.224,30.078,22.976,14.9279,0.206,0.134,0.1343,0.1319,0.2153,0.1342,0.2042,0.128,595.36,251.05,325.7,84.585,84.9525,85.23,82.3575,83.5425,82.035,78.9034,572.1,600.0,20.288,579.56,547.43,5.0
86.825,57.6,3.9797,57.6,203.85,255.1241,406.05,2.5944,4.4675,166.671,342.42,72.1949,705.92,19.4948,598.26,567.18,9.9163,66.1182,76.8017,2.5978,4.5125,11.1067,15.6988,9.0778,166.67,342.42,705.04,81.6314,33.3,9.398,6.057,12.226,0.0,22.646,14.9279,0.2801,0.1386,0.1346,0.1322,0.2963,0.1346,0.286,0.1283,594.64,251.0,325.65,84.555,84.9825,85.2075,82.3575,83.5575,82.035,79.9931,564.3,600.0,20.2934,579.5,547.4,5.0
86.875,57.5625,3.9047,57.525,205.11,255.5374,407.0,2.563,3.86,170.451,337.56,72.275,696.48,19.7716,587.64,587.64,9.9806,66.1586,76.935,2.563,3.86,11.0896,15.6873,9.0073,170.45,337.56,696.48,82.8333,33.41,9.178,11.904,12.232,0.0,23.9495,14.9562,0.2335,0.1531,0.1591,0.1542,0.2446,0.159,0.2338,0.1464,585.88,250.95,325.55,84.51,85.0275,85.2375,82.35,83.58,82.02,81.212,555.72,600.0,20.3193,579.29,547.25,5.0
86.45,57.5625,3.4953,57.6,205.56,255.7096,408.45,2.5536,3.6425,170.6805,337.59,72.3155,694.0,19.8081,588.84,588.84,9.9913,66.1858,77.0165,2.5536,3.6425,11.0609,15.6556,8.9865,170.674,337.59,694.0,81.7201,33.295,10.194,6.757,12.216,0.288,3.8525,14.8332,0.1654,0.1528,0.1588,0.1561,0.2421,0.1587,0.2312,0.1517,576.92,250.9,325.5,84.495,85.05,85.245,82.335,83.595,81.99,82.4092,547.59,600.0,20.3252,579.2,547.16,5.0
86.5,57.525,3.4547,57.5625,205.4475,256.8116,408.9,2.5548,3.68,172.233,338.04,72.3374,694.4,19.6911,601.92,601.92,9.9917,66.2042,77.07,2.5548,3.68,11.0403,15.6283,8.9903,172.228,338.04,694.4,79.7826,33.1,10.386,1.064,12.173,0.996,-2.599,14.5251,0.1509,0.1509,0.1566,0.1544,0.2397,0.1566,0.2286,0.1509,568.48,250.85,325.45,84.5475,85.0575,85.2675,82.3275,83.58,82.0125,83.5378,540.27,600.0,20.3463,579.14,547.07,5.0
86.5,57.525,3.1281,57.5625,205.4475,256.8116,408.9,2.5548,3.68,172.233,338.04,72.3312,698.32,19.6911,601.92,601.92,9.9917,66.2136,77.0575,2.5732,3.7975,11.0403,15.6283,8.9903,172.228,338.04,694.4,79.7826,33.1,10.386,0.0,12.173,3.162,-2.599,14.5251,0.1509,0.1509,0.1566,0.1544,0.2397,0.1566,0.2286,0.1509,568.48,250.85,325.45,84.5475,85.0575,85.2675,82.3275,83.58,82.0125,84.4592,534.84,600.0,20.3463,579.14,547.07,5.0
86.525,57.6,3.1016,57.6,206.415,256.4672,409.8,2.59,3.97,172.8135,339.63,72.3225,701.76,19.6626,603.66,603.66,9.9995,66.2188,77.028,2.59,3.97,11.0499,15.6286,9.0541,172.802,339.63,701.76,77.1001,32.835,10.396,0.0,12.038,9.6,-1.1745,13.8257,0.1753,0.1459,0.1487,0.1467,0.2286,0.1486,0.2175,0.1435,555.24,250.8,325.35,84.6075,85.095,85.215,82.275,83.505,81.9675,85.0118,532.53,600.0,20.3589,578.87,546.95,5.0
86.525,57.6,3.4937,57.6,206.415,256.4672,409.8,2.59,3.97,172.8135,341.01,72.3029,705.92,19.6226,605.64,603.66,9.9917,66.2164,76.9715,2.6084,4.2225,11.0499,15.6286,9.0541,172.802,339.63,701.76,76.877,32.815,10.396,2.47,12.038,23.526,2.6205,13.5893,0.1959,0.1408,0.1417,0.1396,0.2286,0.1486,0.2031,0.1362,555.24,250.8,325.35,84.6075,85.095,85.215,82.275,83.505,81.9675,85.0966,534.03,600.0,20.3589,578.87,546.95,5.0
86.05,57.6,3.8719,57.5625,205.8975,257.2249,409.25,2.627,4.5475,175.2165,342.99,72.2687,711.12,19.4926,614.16,614.16,9.9718,66.2038,76.8912,2.627,4.5475,11.0861,15.6633,9.0915,175.21,342.99,711.12,76.702,32.8,10.0,4.634,11.821,44.598,9.6605,13.484,0.1804,0.1298,0.1317,0.1293,0.1936,0.1316,0.1821,0.1255,554.4,250.75,325.3,84.6525,85.0425,85.215,82.2975,83.55,82.005,84.7356,539.04,600.0,20.3716,578.36,546.5,5.0
86.05,57.6,3.8719,57.5625,205.8975,257.2249,409.25,2.627,4.5475,175.2165,345.42,72.2194,717.2,19.3451,621.24,614.16,9.9443,66.1808,76.781,2.6474,4.895,11.0861,15.6633,9.1355,175.21,342.99,711.12,76.4745,32.78,9.556,4.259,11.821,68.436,20.5175,13.4971,0.1622,0.1163,0.1194,0.1168,0.1706,0.1316,0.1588,0.1125,554.4,250.75,325.3,84.6525,85.0425,85.215,82.2975,83.55,82.005,84.0801,546.24,600.0,20.3716,578.36,546.5,5.0
86.525,57.5625,3.9016,57.5625,206.01,256.7772,409.3,2.6474,4.895,176.742,347.91,72.1613,723.2,19.1711,628.08,621.24,9.9117,66.1489,76.6512,2.6662,5.2125,11.1025,15.6871,9.1855,176.736,345.42,717.2,76.2445,32.76,8.965,3.855,11.741,91.248,34.009,13.5979,0.1421,0.1022,0.1066,0.1036,0.1487,0.1194,0.1369,0.0989,559.6,250.7,325.25,84.615,85.0575,85.26,82.2975,83.505,82.0425,83.294,554.25,600.0,20.4,578.15,546.26,5.0
86.95,57.6375,3.6328,57.5625,205.3575,256.4328,409.15,2.6662,5.2125,178.065,350.22,72.1025,728.08,19.0248,630.42,628.08,9.8778,66.1141,76.5175,2.6798,5.4725,11.1025,15.6871,9.2339,178.066,347.91,723.2,75.9614,32.735,8.293,3.352,11.698,110.352,48.2485,13.7548,0.1245,0.0894,0.0948,0.0916,0.1306,0.1066,0.1187,0.0865,575.4,250.7,325.2,84.5775,85.0425,85.275,82.2675,83.5425,82.05,82.438,562.56,600.0,20.4,577.97,546.05,5.0
86.95,57.6,3.6312,57.6,205.2225,256.2606,408.2,2.6798,5.4725,178.875,352.11,72.048,731.44,18.8951,630.66,630.42,9.8453,66.0765,76.3937,2.6862,5.67,11.1034,15.6986,9.2724,178.878,350.22,728.08,75.7258,32.715,7.624,2.949,11.694,125.058,61.3385,13.9179,0.111,0.079,0.085,0.0817,0.1306,0.0947,0.1049,0.0763,584.04,250.7,325.2,84.6225,85.05,85.2375,82.2675,83.535,82.005,81.5898,570.54,600.0,20.4136,577.85,545.9,5.0
86.625,57.6,3.6172,57.6,204.525,254.8142,407.0,2.6862,5.67,179.28,353.52,71.9989,733.44,18.7958,628.38,630.66,9.8137,66.0404,76.2867,2.686,5.81,11.1057,15.7018,9.2972,179.284,352.11,731.44,75.437,32.69,7.019,2.693,11.723,132.0,72.1625,14.0698,0.1014,0.0711,0.0775,0.0741,0.1169,0.085,0.095,0.0685,592.36,250.7,325.2,84.6525,85.005,85.23,82.245,83.5275,82.0125,80.792,577.86,600.0,20.4052,577.76,545.78,5.0
86.0,57.6375,3.7609,57.5625,203.535,253.4022,404.65,2.681,5.905,179.1315,354.54,71.9567,734.16,18.7121,625.62,625.62,9.7836,66.0051,76.198,2.681,5.905,11.1091,15.7046,9.3082,179.13,354.54,734.16,75.2464,32.675,6.515,2.547,11.829,132.0,80.3685,14.1929,0.0951,0.0656,0.0723,0.0688,0.1007,0.0775,0.0887,0.0632,599.96,250.65,325.15,84.57,85.0275,85.215,82.305,83.4525,81.975,80.0698,584.34,600.0,20.4115,577.7,545.69,5.0
86.175,57.6,3.6453,57.525,203.4,252.9889,403.6,2.6736,5.9625,178.767,355.14,71.9195,734.08,18.6421,622.68,622.68,9.756,65.9718,76.1245,2.6736,5.9625,11.1116,15.7056,9.3027,178.766,355.14,734.08,75.0033,32.655,6.122,2.481,11.885,132.0,86.094,14.2859,0.0917,0.0623,0.0691,0.0656,0.0972,0.069,0.0853,0.0598,606.72,250.65,325.1,84.6075,84.99,85.215,82.26,83.4975,81.9975,79.4304,589.95,600.0,20.4178,577.7,545.63,5.0
86.175,57.6,3.6453,57.525,203.4,252.9889,403.6,2.6736,5.9625,178.767,355.53,71.8863,733.52,18.5828,619.86,622.68,9.7304,65.9402,76.0602,2.6662,5.9975,11.1095,15.7046,9.3027,178.766,355.14,734.08,74.8083,32.64,5.836,2.481,11.885,132.0,89.691,14.3565,0.0917,0.0623,0.0691,0.0656,0.0972,0.069,0.0853,0.0598,606.72,250.65,325.1,84.6075,84.99,85.2075,82.26,83.55,82.0425,78.8698,594.75,600.0,20.4241,577.7,545.63,5.0
86.7,57.525,3.6672,57.525,202.14,251.508,400.5,2.6586,6.015,177.822,355.68,71.8552,732.8,18.5346,617.1,617.1,9.7073,65.9103,76.006,2.6586,6.015,11.11,15.7051,9.284,177.814,355.68,732.8,74.662,32.63,5.622,2.518,11.975,132.0,91.0,14.4037,0.0901,0.0593,0.0663,0.0626,0.0955,0.0662,0.0837,0.0567,617.52,250.6,325.1,84.6225,84.93,85.26,82.2825,83.5275,82.0275,78.3837,598.8,600.0,20.4305,577.76,545.66,5.0
86.95,57.6,3.7797,57.6,201.195,250.8537,399.75,2.6512,6.0175,177.282,355.68,71.8283,731.68,18.4971,614.4,614.4,9.6858,65.8835,75.9604,2.6512,6.0175,11.1059,15.7021,9.2713,177.282,355.68,731.68,74.5145,32.62,5.475,2.59,12.007,132.0,91.0,14.444,0.0911,0.0592,0.0662,0.0626,0.0966,0.0662,0.0849,0.0565,621.76,250.6,325.05,84.63,84.9,85.305,82.2825,83.505,81.9975,77.964,602.19,600.0,20.4368,577.82,545.69,5.0
86.55,57.6,3.9484,57.5625,200.8575,249.9927,398.35,2.644,6.0075,176.742,355.56,71.8038,730.48,18.4708,611.7,611.7,9.6664,65.8582,75.9234,2.644,6.0075,11.1075,15.7036,9.2587,176.75,355.56,730.48,74.4164,32.615,5.385,2.683,12.031,132.0,91.0,14.4857,0.0931,0.0599,0.0669,0.0632,0.0987,0.0669,0.087,0.0571,625.28,250.55,325.05,84.6225,84.87,85.3125,82.2675,83.5275,82.005,77.6057,604.98,600.0,20.4431,577.91,545.75,5.0
86.55,57.6,3.4875,57.5625,200.8575,249.9927,398.35,2.644,6.0075,176.742,355.32,71.7824,729.12,18.4551,609.06,611.7,9.6488,65.8351,75.8969,2.6364,5.9875,11.103,15.7003,9.2587,176.75,355.56,730.48,74.3176,32.61,5.385,2.683,12.031,132.0,91.0,14.5115,0.0931,0.0599,0.0669,0.0632,0.0987,0.0669,0.087,0.0571,625.28,250.55,325.05,84.6225,84.87,85.3125,82.2675,83.5275,82.005,77.2999,607.26,600.0,20.4494,577.91,545.75,5.0
86.975,57.5625,3.0781,57.6,200.0475,248.9251,397.1,2.6364,5.9875,176.1885,355.02,71.7657,727.44,18.4458,606.78,609.06,9.6338,65.8145,75.8784,2.6292,5.9625,11.1039,15.7011,9.2444,176.19,355.32,729.12,74.2689,32.61,5.344,2.794,12.048,132.0,91.0,14.5382,0.0958,0.0612,0.0681,0.0644,0.1015,0.0681,0.0899,0.0582,628.16,250.55,325.0,84.6375,84.9225,85.3125,82.3125,83.5125,82.0125,77.0414,609.09,600.0,20.4558,578.0,545.84,5.0
86.725,57.6,3.4828,57.6,199.395,248.5807,395.75,2.6292,5.9625,175.635,354.63,71.7509,725.84,18.4438,604.68,606.78,9.6207,65.7967,75.8697,2.6218,5.9275,11.1024,15.7001,9.2295,175.63,355.02,727.44,74.2201,32.61,5.342,2.917,12.062,132.0,91.0,14.5571,0.0991,0.0629,0.0698,0.0661,0.1049,0.0698,0.0934,0.0598,630.56,250.55,325.0,84.6375,84.99,85.29,82.335,83.4825,81.9825,76.8206,610.56,600.0,20.4621,578.09,545.93,5.0
86.9,57.5625,3.2516,57.525,198.2475,246.9965,394.0,2.6136,5.89,174.366,354.21,71.7424,723.76,18.4521,602.46,602.46,9.6118,65.7833,75.8732,2.6136,5.89,11.1045,15.6988,9.1954,174.356,354.21,723.76,74.222,32.615,5.432,3.185,12.084,131.448,88.514,14.5765,0.1068,0.0673,0.074,0.0702,0.1127,0.074,0.1014,0.064,633.96,250.5,324.95,84.615,84.99,85.3125,82.3425,83.475,81.99,76.6389,611.67,600.0,20.4684,578.33,546.11,5.0
86.7,57.6,3.5859,57.6375,197.82,246.0322,392.6,2.6098,5.85,174.0825,353.76,71.729,722.72,18.4598,601.02,601.02,9.6013,65.7678,75.8705,2.6098,5.85,11.1046,15.6973,9.1866,174.076,353.76,722.72,74.2245,32.62,5.511,3.322,12.095,127.176,86.358,14.5879,0.1109,0.0698,0.0764,0.0726,0.117,0.0763,0.1057,0.0663,635.12,250.5,324.95,84.57,84.9825,85.35,82.29,83.4675,81.975,76.4903,612.48,600.0,20.4595,578.48,546.23,5.0
