x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
0.111,0.299,0.174,0.323,0.062,0.097,0.223,0.107,0.157,0.131
-0.015,0.121,0.376,0.118,0.142,0.279,0.266,0.083,0.113,0.247
0.254,0.156,0.243,0.382,0.156,0.404,0.109,0.1,0.122,-0.058
0.129,-0.012,0.199,0.29,0.243,0.341,0.285,0.295,0.064,0.247
0.047,0.129,0.253,0.215,0.126,0.224,0.191,0.213,0.138,0.119
0.142,0.215,0.194,0.207,0.31,0.338,0.068,0.291,0.353,0.118
0.16,0.034,0.138,0.192,0.214,0.338,0.326,0.086,0.469,0.171
0.205,0.164,0.063,0.313,0.146,0.156,0.127,0.19,0.152,-0.029
0.287,-0.13,0.055,0.119,-0.035,0.189,0.13,0.282,0.102,0.153
0.016,0.282,0.038,0.167,0.061,0.142,0.084,0.137,0.192,0.069
0.173,0.13,-0.039,0.127,0.064,-0.182,0.086,0.226,0.157,-0.024
-0.09,-0.032,0.107,0.028,0.145,0.033,-0.068,0.085,0.159,0.071
0.039,0.075,0.198,-0.159,-0.178,0.016,0.049,0.184,0.13,0.062
0.211,-0.052,0.097,-0.058,-0.005,-0.121,-0.059,0.099,0.182,0.019
-0.032,-0.052,0.095,0.017,0.044,0.134,0.058,-0.071,0.027,0.015
0.103,-0.216,0.04,0.109,0.077,0.063,-0.165,-0.103,0.086,0.081
0.03,0.03,0.129,-0.045,-0.154,-0.02,0.149,-0.07,-0.024,-0.048
-0.154,0.11,0.117,-0.06,-0.136,0.074,0.017,0.002,-0.221,0.082
-0.027,0.103,0.02,0.086,-0.028,0.036,0.094,-0.026,0.126,-0.099
-0.033,-0.093,0.023,0.079,-0.014,0.021,0.172,-0.162,-0.065,-0.019
-0.226,0.102,0.088,-0.122,-0.11,0.051,0.057,0.072,-0.17,-0.006
-0.113,-0.122,-0.144,-0.057,0.098,-0.071,-0.0,-0.104,0.02,0.025
-0.301,-0.077,0.102,-0.056,0.101,-0.01,0.006,0.049,0.036,-0.097
-0.103,0.025,0.167,-0.056,0.01,0.04,-0.059,0.031,0.016,-0.123
-0.069,0.003,0.077,-0.312,0.055,-0.11,-0.041,0.089,-0.019,-0.149
0.031,-0.124,0.045,0.078,0.061,0.012,-0.018,-0.162,0.037,-0.137
-0.195,0.025,-0.006,-0.044,0.103,0.049,-0.06,0.187,0.04,-0.041
-0.131,0.13,0.082,0.072,-0.003,0.049,0.021,0.025,-0.204,0.032
0.117,0.159,-0.039,0.083,0.171,-0.024,-0.139,-0.124,-0.058,-0.018
0.015,0.045,0.046,0.138,-0.014,-0.092,-0.067,0.093,0.09,-0.022
0.097,0.019,0.208,0.13,-0.089,-0.007,-0.01,0.074,-0.054,-0.072
0.059,0.03,-0.002,-0.071,-0.161,-0.004,-0.011,-0.092,0.013,-0.057
0.074,-0.052,-0.077,0.071,-0.016,0.188,-0.025,0.122,-0.03,0.019
-0.08,-0.07,0.066,0.079,0.016,0.036,-0.089,0.163,-0.006,-0.102
0.135,-0.028,-0.007,0.134,-0.027,0.04,-0.131,-0.049,0.23,-0.094
-0.002,-0.142,0.006,0.066,-0.091,0.017,0.057,0.049,-0.032,-0.03
-0.12,-0.15,-0.009,0.017,0.03,0.08,-0.116,0.013,0.003,-0.025
0.202,0.027,-0.02,0.023,-0.159,-0.026,-0.09,-0.126,0.101,0.103
0.024,-0.159,0.013,0.049,-0.061,0.01,-0.114,-0.114,-0.095,-0.086
0.035,-0.066,-0.373,-0.038,-0.135,-0.078,-0.097,-0.076,-0.126,-0.12
-0.056,-0.072,-0.032,-0.06,0.07,0.013,-0.187,0.023,-0.122,0.055
0.018,-0.084,-0.186,-0.028,-0.046,-0.038,0.047,0.093,-0.027,0.062
0.003,0.007,-0.011,-0.1,0.074,-0.046,-0.083,-0.055,0.004,0.201
-0.199,-0.031,0.053,-0.066,-0.033,-0.141,0.032,-0.076,0.088,0.058
-0.152,-0.11,0.136,-0.169,-0.033,-0.148,-0.107,0.033,0.19,0.125
0.034,-0.018,0.063,0.059,0.041,0.02,-0.044,-0.167,0.082,0.037
-0.086,-0.219,-0.209,0.045,0.076,-0.057,-0.132,-0.099,-0.032,0.231
0.099,-0.09,0.02,0.075,0.112,-0.19,-0.134,-0.035,0.0,-0.034
0.054,0.192,-0.043,-0.026,0.1,-0.09,-0.199,-0.109,-0.057,0.297
-0.008,0.002,0.083,-0.055,0.139,0.042,-0.193,-0.005,0.16,0.113
-0.057,0.253,0.057,-0.034,0.098,0.002,-0.026,-0.221,0.049,0.105
-0.129,0.087,0.085,-0.004,0.046,0.036,0.097,0.112,0.143,-0.004
0.075,-0.008,0.019,0.112,0.245,-0.032,-0.098,0.109,0.07,0.314
0.04,0.006,0.013,-0.013,-0.016,0.146,0.086,0.041,0.051,0.102
0.014,0.157,-0.026,0.044,0.187,-0.073,0.141,0.272,0.167,0.064
0.056,0.164,-0.074,-0.015,-0.17,0.168,-0.07,0.059,0.196,0.2
0.003,0.198,-0.073,0.089,-0.029,0.068,0.077,0.034,0.096,-0.028
0.07,0.133,0.053,-0.061,-0.034,-0.183,0.1,0.136,0.051,0.045
-0.026,0.08,0.117,0.103,-0.135,-0.024,0.071,0.038,0.028,-0.025
0.031,0.143,0.022,-0.017,-0.005,0.0,0.026,-0.008,-0.052,-0.024
0.053,0.022,0.058,0.006,-0.034,-0.031,0.152,-0.044,0.06,-0.121
-0.054,-0.013,0.129,0.025,-0.075,0.01,0.019,0.042,-0.121,-0.057
-0.162,0.053,0.061,-0.151,-0.007,-0.09,-0.255,-0.099,-0.056,-0.016
0.136,0.049,0.055,0.004,-0.088,0.096,0.065,0.063,-0.172,0.086
-0.165,0.224,0.096,0.154,-0.13,0.071,-0.05,-0.022,-0.219,0.033
0.04,0.085,-0.117,0.026,-0.138,-0.096,0.013,0.005,-0.022,0.007
-0.154,0.006,-0.106,0.083,-0.166,0.078,0.078,0.22,0.007,0.044
-0.206,-0.019,-0.012,0.023,-0.017,0.202,-0.021,0.198,-0.032,-0.113
0.121,0.055,0.068,-0.056,-0.108,-0.053,-0.063,0.157,0.079,0.035
0.16,0.015,-0.047,-0.108,-0.124,0.087,0.038,0.087,-0.031,-0.197
-0.117,0.038,-0.062,0.061,-0.077,-0.041,-0.131,0.229,-0.155,-0.072
0.152,-0.148,-0.086,-0.017,-0.19,0.01,-0.14,-0.04,0.063,-0.114
0.096,0.051,-0.094,0.152,-0.049,0.142,-0.061,-0.035,0.15,-0.072
-0.088,0.003,-0.002,-0.09,0.073,-0.063,-0.014,0.184,-0.019,-0.308
0.072,-0.157,-0.073,-0.009,-0.141,0.036,-0.102,-0.091,0.053,0.031
-0.118,-0.104,-0.105,-0.196,-0.101,0.091,0.179,-0.109,-0.032,-0.08
-0.182,0.148,0.001,-0.086,0.094,-0.01,0.022,0.165,-0.189,-0.136
-0.094,-0.086,0.106,-0.105,-0.044,0.082,-0.189,-0.07,-0.005,-0.036
-0.062,0.05,-0.055,-0.003,-0.002,0.079,-0.184,0.128,-0.011,0.1
0.066,0.198,-0.045,-0.015,-0.082,0.067,-0.032,-0.113,0.138,-0.059
0.077,-0.295,-0.02,0.053,-0.035,-0.104,-0.059,-0.178,0.051,-0.2
0.072,0.031,0.009,0.084,-0.18,0.109,-0.049,0.17,-0.194,0.039
0.054,-0.117,0.102,-0.051,0.031,-0.129,0.059,-0.082,-0.148,0.037
-0.002,-0.079,-0.024,-0.048,0.051,0.222,0.133,-0.07,0.076,-0.047
-0.075,-0.012,-0.026,0.185,0.015,0.082,-0.04,0.029,0.034,-0.114
0.051,-0.016,0.086,0.144,0.13,0.173,-0.007,-0.043,-0.002,-0.032
-0.234,0.062,0.103,0.096,-0.008,0.145,-0.033,0.132,-0.073,0.016
-0.151,-0.026,0.056,0.117,-0.006,0.065,-0.03,0.045,-0.08,-0.026
-0.113,0.145,-0.194,0.127,0.073,0.156,0.089,0.167,0.11,0.002
-0.088,-0.095,0.183,0.09,-0.022,0.02,-0.095,0.18,0.15,0.118
-0.075,-0.139,0.036,0.018,0.072,0.18,-0.223,0.074,0.177,-0.028
-0.019,-0.108,-0.139,-0.054,-0.051,-0.09,0.005,0.02,0.122,0.108
0.143,0.089,-0.022,0.063,0.05,0.092,0.004,0.063,0.244,-0.111
0.075,-0.049,-0.103,-0.174,-0.012,-0.16,0.015,-0.016,0.232,0.074
0.106,-0.167,0.103,0.025,0.087,-0.215,0.088,0.06,-0.001,-0.083
0.099,-0.039,-0.079,-0.198,-0.061,-0.08,0.069,-0.041,-0.013,-0.045
0.034,0.022,-0.11,-0.133,-0.036,0.072,0.154,-0.28,-0.087,0.291
0.007,0.047,0.131,-0.045,0.25,0.029,0.098,-0.03,-0.021,0.032
0.026,0.013,0.048,-0.154,0.092,0.051,0.042,0.011,-0.022,0.132
0.138,0.16,-0.004,-0.034,0.015,-0.08,0.228,-0.3,0.061,0.097
0.054,0.15,-0.001,0.038,0.164,-0.172,-0.098,0.019,0.114,0.081
-0.069,0.118,-0.089,-0.009,-0.174,-0.03,0.063,-0.085,0.132,0.124
0.053,0.075,0.249,-0.018,0.177,-0.054,0.196,-0.242,-0.037,-0.04
0.012,0.024,0.159,0.174,0.065,0.016,0.038,-0.114,0.082,0.114
-0.111,0.048,0.061,-0.033,-0.096,-0.01,-0.046,-0.17,-0.082,-0.019
-0.22,0.013,0.108,0.139,0.094,0.053,0.203,0.056,0.052,-0.017
0.01,-0.107,0.156,0.108,-0.143,0.067,-0.037,-0.016,-0.07,-0.235
0.004,0.116,0.161,0.071,-0.002,0.046,-0.16,0.186,0.001,-0.063
0.041,0.048,0.136,0.203,0.007,0.09,0.009,0.101,-0.042,-0.043
-0.034,0.142,-0.149,0.077,0.054,-0.026,0.022,0.04,-0.065,-0.025
0.075,-0.016,0.023,0.103,-0.178,0.063,-0.077,-0.097,-0.145,0.201
0.014,-0.049,0.113,0.015,0.015,0.06,0.04,0.056,0.071,-0.19
0.054,0.108,0.168,-0.021,-0.106,0.105,0.139,0.083,-0.178,0.006
-0.013,-0.025,0.056,-0.068,0.121,0.091,0.072,0.008,-0.219,-0.089
-0.258,0.106,0.176,0.086,-0.116,0.033,-0.035,-0.114,-0.257,0.102
-0.263,0.098,0.082,0.04,0.062,0.127,0.2,-0.086,-0.084,0.096
-0.292,0.11,0.255,0.016,0.008,0.134,0.063,0.014,-0.07,-0.14
-0.187,-0.166,0.098,0.175,-0.043,0.147,0.069,-0.045,0.106,0.077
-0.296,0.186,0.15,0.272,0.135,0.046,0.116,-0.06,-0.01,-0.069
-0.227,0.027,0.212,0.234,0.019,0.287,-0.063,0.076,-0.064,-0.018
0.002,-0.066,0.034,0.114,0.198,0.264,-0.074,0.154,-0.05,-0.082
-0.206,0.178,0.256,0.063,0.041,0.077,0.002,0.164,0.004,0.157
-0.077,0.143,0.101,0.051,0.14,0.269,-0.186,-0.013,0.005,0.055
-0.005,0.087,0.078,-0.007,0.063,0.029,0.052,0.117,0.01,-0.046
-0.163,-0.098,0.154,0.358,-0.03,0.071,0.053,0.27,-0.025,0.078
-0.226,-0.017,-0.073,-0.022,-0.005,-0.12,0.183,0.013,-0.061,-0.003
-0.053,0.049,0.046,0.056,0.038,-0.079,0.057,0.108,-0.106,0.017
-0.02,-0.025,0.155,-0.081,0.181,-0.007,-0.028,0.303,-0.164,-0.231
-0.088,-0.113,0.068,0.009,0.073,-0.048,0.086,0.19,0.052,-0.02
-0.234,0.109,0.138,0.187,-0.042,0.033,0.097,-0.029,-0.119,-0.002
-0.064,-0.012,0.057,-0.006,0.108,-0.052,-0.033,0.012,-0.107,-0.127
-0.109,-0.165,0.304,0.23,0.09,-0.027,-0.012,0.154,-0.055,-0.075
-0.018,0.12,0.087,-0.036,-0.004,-0.037,0.064,0.076,-0.07,-0.013
0.017,0.057,0.088,0.039,-0.031,0.075,0.04,0.064,0.053,0.056
-0.077,0.048,0.211,0.27,-0.173,0.204,-0.061,0.068,-0.033,0.029
-0.244,-0.091,0.146,-0.009,-0.07,0.15,-0.046,0.256,-0.135,0.139
-0.216,-0.055,-0.043,0.073,-0.06,0.128,0.018,-0.018,-0.017,0.13
-0.022,0.004,-0.305,0.182,-0.029,0.228,-0.193,0.085,0.047,-0.009
-0.134,-0.072,0.04,0.066,0.13,0.042,-0.152,0.205,0.002,0.056
-0.017,-0.007,-0.007,0.106,-0.161,-0.169,-0.15,0.025,-0.063,0.013
-0.034,0.021,-0.219,-0.062,0.014,0.129,0.096,-0.024,0.056,0.053
0.031,-0.028,-0.046,0.133,-0.164,0.051,0.063,0.204,0.243,0.042
0.126,-0.04,0.076,0.038,-0.091,-0.072,0.049,-0.093,-0.033,-0.02
-0.023,0.254,-0.172,0.126,0.183,-0.173,0.113,0.063,0.205,-0.04
0.015,0.086,-0.045,-0.027,-0.085,0.003,0.2,0.055,0.066,0.006
0.012,-0.015,0.137,-0.075,0.065,-0.22,0.066,0.133,0.146,-0.107
-0.118,0.065,0.036,-0.03,0.129,-0.066,0.15,0.159,0.282,-0.014
0.209,-0.035,0.08,-0.192,-0.18,-0.075,0.248,0.034,0.072,0.074
0.081,-0.111,-0.076,0.209,0.149,-0.055,0.07,-0.016,0.225,0.069
0.098,0.208,0.009,0.047,0.081,0.083,-0.003,-0.08,0.215,0.016
0.139,-0.142,-0.058,-0.024,-0.044,0.062,-0.01,0.055,0.145,0.125
0.251,-0.067,0.154,-0.021,0.072,-0.098,0.11,0.074,-0.054,0.167
0.096,0.141,0.072,0.003,-0.086,-0.147,0.089,0.112,0.172,0.097
0.064,0.046,0.019,-0.109,-0.063,-0.124,-0.008,0.094,-0.012,0.027
-0.003,0.144,-0.004,-0.165,-0.133,-0.121,0.145,-0.082,0.069,0.171
0.051,0.082,0.088,0.013,0.009,0.052,-0.0,0.168,0.166,-0.028
-0.031,0.083,-0.075,0.01,-0.025,-0.01,0.113,-0.039,-0.074,-0.089
0.048,0.067,0.151,0.023,0.066,0.197,0.191,-0.085,0.034,0.105
-0.06,0.112,0.101,-0.012,0.106,0.19,-0.071,-0.044,0.033,-0.035
0.045,0.224,0.012,-0.053,0.066,-0.023,0.111,-0.222,-0.037,0.097
-0.134,0.256,-0.078,-0.082,0.006,0.029,0.048,0.021,0.192,0.063
-0.013,0.152,0.009,0.044,-0.006,0.293,0.206,-0.11,0.099,-0.026
0.086,0.048,-0.111,-0.002,0.032,-0.071,0.057,-0.073,0.142,0.024
-0.03,0.033,0.073,0.088,-0.017,0.089,0.268,0.045,0.127,-0.216
-0.022,0.153,0.035,0.01,0.143,0.033,0.058,-0.08,-0.027,-0.134
-0.007,0.021,0.104,0.07,0.42,0.131,0.108,-0.023,0.124,0.186
0.022,0.258,0.078,0.166,0.145,0.052,0.186,0.051,0.085,0.101
-0.094,0.209,0.075,0.15,0.146,0.029,-0.05,0.007,0.1,0.131
0.213,0.2,0.123,0.025,0.003,0.012,0.126,0.008,0.096,0.117
0.175,-0.02,0.007,0.011,0.068,0.128,0.3,0.043,0.131,0.08
0.035,0.023,-0.021,0.227,0.176,0.196,0.042,0.015,0.167,-0.02
0.2,0.125,0.018,-0.011,0.101,0.257,-0.058,0.141,0.081,0.025
0.09,-0.046,0.143,0.11,0.193,0.017,0.232,0.095,0.145,-0.073
0.04,0.116,-0.0,0.331,-0.078,0.123,0.187,0.02,0.217,0.048
0.24,-0.01,-0.165,-0.009,0.023,0.11,0.057,0.208,0.112,0.01
-0.026,0.086,0.015,0.11,0.078,0.241,0.127,-0.121,0.163,0.017
0.198,0.121,-0.088,0.057,0.003,-0.04,0.183,0.322,0.056,-0.071
0.055,-0.141,-0.066,-0.068,0.205,0.079,0.068,0.083,-0.135,0.167
-0.0,-0.073,-0.094,-0.072,0.154,0.01,0.044,-0.032,0.022,0.096
0.186,0.186,-0.016,-0.144,0.256,-0.286,0.073,0.161,0.105,0.059
-0.036,-0.099,-0.077,0.012,0.142,-0.1,-0.281,0.143,0.053,0.219
-0.092,0.07,-0.076,-0.097,0.096,0.016,-0.063,0.037,0.109,0.077
0.363,0.089,0.008,0.027,-0.071,-0.134,-0.161,0.103,0.104,0.146
0.091,0.044,-0.049,0.086,-0.074,-0.26,-0.145,0.012,0.305,0.209
0.154,-0.187,-0.086,0.013,-0.017,-0.131,0.066,0.041,0.064,0.051
0.2,0.114,-0.046,0.043,0.006,-0.264,-0.107,-0.075,0.001,-0.137
0.016,0.056,0.12,-0.026,-0.126,0.034,-0.039,-0.039,0.158,0.142
0.124,0.066,-0.058,0.17,-0.084,-0.186,-0.108,-0.131,0.022,-0.011
0.021,0.054,-0.005,0.213,0.008,-0.149,0.222,0.147,0.029,-0.122
0.172,-0.079,-0.087,-0.003,0.082,0.025,0.004,-0.001,-0.08,-0.274
0.095,0.109,-0.018,-0.068,-0.137,-0.097,-0.044,-0.04,-0.023,0.048
0.117,0.224,-0.035,-0.048,0.198,0.033,0.201,0.0,-0.025,-0.119
0.034,-0.014,-0.045,-0.045,-0.1,0.097,0.183,0.066,-0.315,0.007
-0.013,0.073,-0.102,-0.063,0.19,-0.049,0.091,-0.04,-0.054,0.038
