TIA2877.PV,TI_1145.PV,TIA2874.PV,PIC1101A.PV,PRA1102.PV,AR1410B.PV,DR1103.PV,FRCA1112.MV,PDRCA1109.PV,TI1132.PV,TIC_1101.PV,TIC_1101.MV,FT_1122.PV,PDR1401.PV,FIC_1122.MV,FIC_1122.PV,FIC_1121.PV,TI_1142.PV,TIA2875.PV,TI1133.PV,PI_1132B.PV,FI_1127.PV,TIA2876.PV,PDRSA1104.PV,LRCA1101.MV,LRCA1101.PV,FRC1424.PV,PDR1103.PV,FRC1102.MV,FIC_1127.PV,FIC_1127.MV,DR1105.PV,FRC1113.PV,FRC1113.MV,FI1113.PV,PI_1138A.PV,DR1108.PV,FI1902.PV,FRCA1110.MV,TIA2872.PV,PI_1180.PV,TRC1118A.MV,FT_1121.PV,PR1102A.PV,FRSA1101.PV,TI1105A.PV,TIA2873.PV,DR1106.PV,FRQ1623.PV,PI_1134.PV,TIC_1155.MV,FI1424.PV,DR1110.PV,DR1107.PV,PI_1132A.PV,PI_1182.PV,PDR1106.PV,FRC1107.MV,TIC_1101.SV,PDI_1109.PV
82.05,488.03,85.395,14.8159,0.1246,86,57.525,15.7322,45.66,288.25,517.08,42.6781,709.92,12.284,72.2849,709.92,343.05,516.53,82.0875,375.2,0.1287,600.06,83.43,25.495,70.7982,33.17,4.5725,9.608,9.9827,600.06,19.4516,4.0766,2.6,76.7817,2.6,0.1288,357.9245,174.0555,11.1285,84.6225,0.2096,15.2971,343.05,0.1983,174.062,536.72,85.065,57.5625,9.1102,0.1314,20.411,4.5725,570.8,287.1,0.1772,0.1314,4.066,66.2234,520,45.66
82.035,488,85.4175,14.8173,0.1246,86.55,57.525,15.7314,45.672,288.15,517.11,42.6861,709.92,12.284,72.285,709.92,343.05,516.5,82.065,375.1,0.1287,600.06,83.475,25.517,70.8195,33.17,4.5725,9.607,9.9821,600.06,19.4513,4.5125,2.6,76.7817,2.6,0.1288,357.8901,174.0555,11.1286,84.5775,0.2096,15.2864,343.05,0.1983,174.048,536.76,85.1175,57.5625,9.1102,0.1314,20.4114,4.5725,570.5,286.29,0.1773,0.1314,4.079,66.2236,520,45.672
82.035,488,85.365,14.8187,0.1246,86.3,57.6,15.7337,45.666,288.1,517.14,42.694,709.92,12.284,72.2851,709.92,343.05,516.5,82.125,375,0.1287,600.06,83.475,25.528,70.8407,33.17,4.5725,9.607,9.9828,600.06,19.4511,4.5125,2.6,76.7817,2.6,0.1288,358.1656,173.9745,11.1287,84.5475,0.2096,15.2758,343.05,0.1984,173.978,536.8,85.095,57.6,9.1102,0.1314,20.4118,4.5725,570.5,286.335,0.1773,0.1314,4.086,66.2238,520,45.666
82.0575,488,85.395,14.8201,0.1247,86.9,57.6,15.7339,45.636,288,517.14,42.7056,709.92,12.286,72.2852,709.92,343.05,516.5,82.155,374.9,0.1287,600,83.52,25.528,70.862,33.17,4.5725,9.607,9.9829,600,19.4516,3.8828,2.6,76.7817,2.6,0.1288,358.0967,174.3255,11.1288,84.5325,0.2097,15.2651,343.05,0.1984,174.328,536.84,85.0575,57.6,9.1102,0.1314,20.4122,4.5725,570.75,286.7175,0.1774,0.1314,4.09,66.2239,520,45.636
82.05,487.97,85.3425,14.8215,0.1247,86.2,57.5625,15.7342,45.576,287.95,517.2,42.7096,709.92,12.286,72.2854,709.92,343.05,516.47,82.185,374.8,0.1288,600,83.55,25.517,70.9338,33.175,4.5725,9.607,9.9831,600,19.4516,4.4688,2.6,76.7817,2.6,0.1289,357.9934,173.7045,11.1289,84.4875,0.2097,15.2544,343.05,0.1984,173.712,536.84,85.11,57.6,9.1102,0.1314,20.4126,4.5725,570.6,287.1,0.1775,0.1314,4.092,66.2241,520,45.576
82.08,487.97,85.35,14.8229,0.1247,86.2,57.525,15.7344,45.546,287.9,517.26,42.7134,710,12.287,72.2849,710,343.05,516.47,82.2225,374.75,0.1288,600,83.55,25.495,70.9557,33.175,4.57,9.609,9.9833,600,19.4516,4.4688,2.5998,76.7825,2.5998,0.1289,357.4424,173.286,11.1289,84.45,0.2097,15.2438,343.05,0.1985,173.278,536.88,85.095,57.5625,9.1102,0.1315,20.413,4.57,571.35,286.7625,0.1775,0.1314,4.094,66.2243,520,45.546
82.0875,487.97,85.3725,14.8243,0.1247,86.95,57.5625,15.7347,45.546,287.8,517.29,42.7207,710,12.288,72.2849,710,343.05,516.47,82.185,374.65,0.1288,600,83.55,25.4675,70.9776,33.175,4.57,9.609,9.9834,600,19.4516,4.3063,2.5998,76.7827,2.5998,0.1289,357.8557,173.853,11.129,84.435,0.2097,15.2331,343.05,0.1985,173.852,536.96,85.05,57.5625,9.1102,0.1315,20.4135,4.57,570.6,286.4925,0.1774,0.1314,4.093,66.2244,520,45.546
82.035,487.97,85.38,14.8257,0.1247,86.725,57.525,15.7349,45.528,287.75,517.32,42.7279,710,12.289,72.2849,710,343.02,516.44,82.23,374.55,0.1288,600,83.595,25.451,70.9995,33.175,4.57,9.61,9.9836,600,19.4516,4.3063,2.5998,76.783,2.5998,0.1289,357.7868,173.853,11.1291,84.5025,0.2098,15.2224,343.02,0.1985,173.852,536.96,85.02,57.6,9.1102,0.1315,20.4139,4.57,571.05,286.425,0.1774,0.1314,4.088,66.2246,520,45.528
82.035,487.94,85.3725,14.8271,0.1247,86.825,57.6,15.7352,45.51,287.7,517.35,42.735,709.84,12.289,72.2861,709.84,343.02,516.44,82.2675,374.45,0.1288,599.94,83.55,25.4455,71.072,33.18,4.57,9.611,9.9838,599.94,19.4523,4.2687,2.5998,76.7832,2.5998,0.1289,357.7868,173.664,11.1292,84.555,0.2098,15.2118,343.02,0.1985,173.656,537,85.0725,57.5625,9.1096,0.1315,20.4143,4.57,571.35,286.335,0.1774,0.1314,4.084,66.2248,520,45.51
81.99,487.94,85.365,14.8284,0.1247,86.975,57.5625,15.7354,45.504,287.6,517.35,42.7457,709.84,12.289,72.2864,709.84,343.02,516.44,82.2975,374.35,0.1288,599.94,83.5125,25.44,71.0945,33.18,4.57,9.611,9.9839,599.94,19.4526,4.6109,2.5998,76.7835,2.5998,0.1289,357.5457,173.8665,11.1292,84.5925,0.2098,15.2011,343.02,0.1985,173.866,537.04,85.1175,57.6,9.1096,0.1315,20.4147,4.57,571.3,286.7175,0.1774,0.1314,4.084,66.2249,520,45.504
82.005,487.94,85.3125,14.8298,0.1247,86.5,57.5625,15.7357,45.486,287.55,517.38,42.7527,709.84,12.291,72.2866,709.84,343.02,516.44,82.305,374.3,0.1288,599.94,83.5275,25.429,71.117,33.18,4.57,9.612,9.9841,599.94,19.4528,4.6109,2.5998,76.7838,2.5998,0.1289,358.2689,173.8935,11.1293,84.6075,0.2098,15.1904,343.02,0.1985,173.894,537.04,85.1175,57.525,9.1096,0.1315,20.4151,4.57,571,286.875,0.1774,0.1315,4.084,66.2251,520,45.486
81.96,487.91,85.3575,14.8312,0.1247,86.35,57.5625,15.7329,45.468,287.45,517.38,42.7632,710,12.291,72.2856,710,343.02,516.41,82.2975,374.2,0.1288,599.94,83.4825,25.4235,71.1395,33.18,4.57,9.612,9.9843,599.94,19.4531,3.9922,2.5998,76.784,2.5998,0.1289,357.3735,173.9475,11.1294,84.6375,0.2098,15.1691,343.02,0.1986,173.95,537.08,85.0875,57.5625,9.1102,0.1315,20.4155,4.57,570.65,286.335,0.1774,0.1315,4.084,66.2253,520,45.468
82.0125,487.91,85.3275,14.8326,0.1248,86.825,57.525,15.7322,45.444,287.4,517.38,42.7738,710,12.291,72.2856,710,343.02,516.41,82.3275,374.1,0.1288,599.94,83.49,25.4125,71.162,33.18,4.57,9.613,9.9844,599.94,19.4533,3.9922,2.5998,76.7843,2.5998,0.1289,357.8901,174.1905,11.1295,84.6,0.2098,15.1578,343.02,0.1986,174.188,537.08,85.1175,57.6,9.1102,0.1315,20.416,4.57,571.2,286.965,0.1774,0.1315,4.086,66.2254,520,45.444
81.9825,487.91,85.3125,14.834,0.1248,86.55,57.6,15.7314,45.396,287.35,517.38,42.7844,710,12.292,72.2856,710,343.02,516.41,82.2975,374,0.1289,599.94,83.5275,25.407,71.1845,33.18,4.5675,9.613,9.9846,599.94,19.4536,4.1391,2.5998,76.7845,2.5998,0.129,357.9245,173.7585,11.1296,84.57,0.2098,15.1464,343.02,0.1986,173.754,537.08,85.1175,57.6,9.1108,0.1315,20.4164,4.5675,571.4,286.4925,0.1775,0.1315,4.086,66.2249,520,45.396
81.945,487.91,85.335,14.8354,0.1248,86.85,57.6,15.7337,45.378,287.25,517.44,42.7875,710,12.293,72.2856,710,343.02,516.38,82.3125,373.9,0.1289,599.94,83.5125,25.385,71.207,33.18,4.5675,9.614,9.9848,599.94,19.4538,3.8422,2.5998,76.7848,2.5998,0.129,357.9934,173.2455,11.1296,84.585,0.2098,15.1351,343.02,0.1986,173.236,537.08,85.11,57.6,9.1102,0.1316,20.4168,4.5675,571,287.1225,0.1775,0.1315,4.088,66.2248,520,45.378
81.9225,487.88,85.35,14.8368,0.1248,86.25,57.5625,15.7339,45.426,287.2,517.47,42.7941,710,12.293,72.2856,710,343.02,516.38,82.3575,373.8,0.1289,599.94,83.55,25.3685,71.2801,33.185,4.5675,9.615,9.9849,599.94,19.4541,3.9578,2.5998,76.785,2.5998,0.129,357.5457,173.3805,11.1297,84.5625,0.2098,15.1238,343.02,0.1986,173.376,537.12,85.1175,57.6,9.1102,0.1316,20.4172,4.5675,571.35,286.335,0.1774,0.1315,4.087,66.2247,520,45.426
81.975,487.88,85.35,14.8382,0.1248,86,57.6375,15.7342,45.474,287.1,517.47,42.8043,710,12.293,72.2856,710,343.02,516.38,82.395,373.7,0.1288,599.94,83.5275,25.3685,71.3032,33.185,4.5675,9.615,9.9851,599.94,19.4543,4.5547,2.5998,76.7853,2.5998,0.129,357.7523,174.15,11.1298,84.5625,0.2098,15.1124,343.02,0.1985,174.146,537.16,85.155,57.525,9.1096,0.1315,20.4176,4.5675,570.9,286.7175,0.1773,0.1315,4.082,66.2254,520,45.474
81.99,487.88,85.32,14.8396,0.1248,86.9,57.6,15.7344,45.474,287,517.47,42.8145,710,12.295,72.2856,710,343.02,516.38,82.3575,373.6,0.1288,599.94,83.55,25.3795,71.3263,33.185,4.57,9.615,9.9853,599.94,19.4546,4.5547,2.5998,76.7855,2.5998,0.1289,357.6146,174.3525,11.1299,84.5925,0.2098,15.1011,343.02,0.1985,174.356,537.16,85.17,57.6,9.1096,0.1315,20.418,4.57,571.2,287.055,0.1773,0.1315,4.077,66.2255,520,45.474
81.9825,487.88,85.32,14.8409,0.1248,86.7,57.5625,15.7347,45.45,286.95,517.47,42.8247,710,12.295,72.2856,710,343.02,516.35,82.395,373.5,0.1288,599.94,83.5725,25.396,71.3494,33.185,4.57,9.615,9.9854,599.94,19.4548,4.6156,2.6004,76.7835,2.6004,0.1289,357.8901,174.096,11.13,84.555,0.2098,15.0898,343.02,0.1986,174.09,537.16,85.1625,57.5625,9.1102,0.1315,20.4185,4.57,570.55,286.2675,0.1775,0.1315,4.08,66.2257,520,45.45
81.96,487.85,85.3425,14.8423,0.1248,86.325,57.5625,15.7349,45.42,286.85,517.47,42.835,710,12.295,72.2856,710,343.02,516.35,82.35,373.4,0.1289,599.94,83.55,25.396,71.3726,33.185,4.57,9.615,9.9848,599.94,19.4551,4.5344,2.6002,76.7838,2.6002,0.129,357.7179,174.0555,11.13,84.57,0.2098,15.0784,343.02,0.1986,174.048,537.16,85.1925,57.6,9.1108,0.1315,20.4189,4.57,570.5,287.1675,0.1776,0.1315,4.089,66.2251,520,45.42
81.96,487.85,85.365,14.8437,0.1248,86.35,57.5625,15.7352,45.39,286.8,517.47,42.8452,710,12.295,72.2856,710,343.02,516.35,82.365,373.3,0.1289,599.94,83.58,25.385,71.3957,33.185,4.5675,9.615,9.9848,599.94,19.4553,4.5391,2.6002,76.7835,2.6002,0.129,357.8557,174.0285,11.1301,84.5775,0.2099,15.0671,343.02,0.1986,174.02,537.16,85.1625,57.6,9.1113,0.1315,20.4193,4.5675,571.05,286.515,0.1776,0.1315,4.097,66.225,520,45.39
81.96,487.85,85.335,14.8451,0.1248,86.325,57.5625,15.7354,45.36,286.7,517.5,42.8517,710,12.296,72.2856,710,343.02,516.35,82.3425,373.2,0.1289,599.94,83.5425,25.3685,71.4188,33.185,4.5675,9.616,9.9847,599.94,19.4556,4.3797,2.5998,76.7848,2.5998,0.129,357.408,173.8935,11.1302,84.63,0.2099,15.0558,343.02,0.1987,173.894,537.16,85.1775,57.525,9.1102,0.1316,20.4197,4.5675,570.65,286.605,0.1776,0.1315,4.1,66.225,520,45.36
81.9975,487.85,85.32,14.8465,0.1248,86.375,57.525,15.7357,45.342,286.65,517.5,42.8618,710,12.297,72.2856,710,343.02,516.32,82.3875,373.1,0.1289,600.06,83.5575,25.352,71.4419,33.185,4.5675,9.616,9.9853,600.06,19.4543,4.6062,2.5996,76.7858,2.5996,0.129,357.6146,173.7855,11.1265,84.675,0.2099,15.0444,343.02,0.1987,173.782,537.2,85.2225,57.525,9.1102,0.1316,20.4201,4.5675,570.75,286.2675,0.1776,0.1315,4.099,66.2249,520,45.342
81.96,487.85,85.305,14.8479,0.1248,86.5,57.5625,15.7329,45.336,286.55,517.59,42.8606,710,12.297,72.2856,710,343.02,516.32,82.335,373,0.1289,600.06,83.5125,25.3355,71.4651,33.185,4.5675,9.617,9.9855,600.06,19.4541,3.9469,2.5996,76.7863,2.5996,0.129,358.0279,173.0295,11.1253,84.645,0.2098,15.0331,343.02,0.1987,173.026,537.2,85.17,57.6,9.1102,0.1316,20.4205,4.5675,570.65,286.3575,0.1776,0.1315,4.096,66.2248,520,45.336
81.96,487.82,85.29,14.8407,0.1247,86.975,57.6,15.7322,45.702,286.5,517.62,42.8666,710,12.298,72.2856,710,343.02,516.32,82.335,372.9,0.1288,600.18,83.5275,25.3245,71.4882,33.185,4.57,9.617,9.9849,600.18,19.4523,4.5641,2.5998,76.786,2.5998,0.1289,357.9245,174.1095,11.1242,84.6375,0.2096,15.0218,343.02,0.1983,174.104,537.28,85.1175,57.5625,9.1102,0.1315,20.4209,4.57,571,286.965,0.1772,0.1314,4.092,66.2254,520,45.702
81.9525,487.82,85.305,14.8418,0.1246,86.45,57.5625,15.7314,45.954,286.4,517.71,42.8649,710.08,12.298,72.285,710.08,343.05,516.32,82.29,372.8,0.1286,600.12,83.49,25.4235,71.5113,33.185,4.575,9.613,9.9841,600.12,19.4523,4.5641,2.6006,76.7833,2.6006,0.1288,357.3735,174.0825,11.1268,84.675,0.2094,15.0104,343.05,0.1981,174.076,537.32,85.155,57.6,9.1113,0.1314,20.4214,4.575,571.35,286.8525,0.177,0.1314,4.076,66.2249,520,45.954
81.9825,487.82,85.305,14.8429,0.1244,86.55,57.5625,15.7337,46.158,286.35,517.77,42.8667,710.16,12.298,72.2842,710.16,343.08,516.32,82.2975,372.7,0.1285,600.24,83.5275,25.561,71.5344,33.185,4.5775,9.607,9.9838,600.24,19.4503,3.8781,2.6008,76.7818,2.6008,0.1287,357.4768,174.258,11.1268,84.66,0.2091,14.9991,343.08,0.1979,174.258,537.4,85.155,57.5625,9.1118,0.1312,20.4218,4.5775,570.85,286.4925,0.1771,0.1312,4.07,66.2248,520,46.158
81.975,487.82,85.335,14.844,0.1243,86.85,57.6,15.7339,46.314,286.25,517.86,42.8644,710.24,12.297,72.2834,710.24,343.11,516.29,82.245,372.6,0.1285,600.24,83.5425,25.6985,71.5576,33.185,4.58,9.602,9.9842,600.24,19.4493,4.7609,2.601,76.78,2.601,0.1285,357.9245,174.339,11.1307,84.6675,0.209,14.9878,343.11,0.1977,174.342,537.48,85.1325,57.6,9.1124,0.1311,20.4222,4.58,570.7,287.01,0.1775,0.1311,4.09,66.224,520,46.314
81.96,487.82,85.2975,14.8537,0.1243,86.25,57.5625,15.7342,46.41,286.2,517.98,42.858,710.08,12.298,72.2842,710.08,343.11,516.29,82.2075,372.5,0.1284,600.3,83.505,25.8085,71.5807,33.185,4.5825,9.596,9.9841,600.3,19.4476,4.1797,2.6006,76.7803,2.6006,0.1285,358.0967,174.1095,11.1282,84.6375,0.2089,14.9764,343.11,0.1976,174.104,537.6,85.1325,57.6,9.1118,0.1311,20.4226,4.5825,571.35,286.8975,0.1779,0.131,4.124,66.2244,520,46.41
81.99,487.79,85.335,14.8551,0.1242,86.9,57.6,15.7344,46.47,286.1,518.16,42.8436,710.16,12.298,72.2835,710.16,343.14,516.29,82.2675,372.4,0.1284,600.3,83.5125,25.8855,71.6544,33.19,4.585,9.592,9.984,600.3,19.4463,4.1797,2.6008,76.7788,2.6008,0.1284,357.2702,173.367,11.1283,84.6225,0.2087,14.9651,343.14,0.1975,173.362,537.72,85.17,57.5625,9.1118,0.131,20.423,4.585,570.75,286.3575,0.1781,0.131,4.159,66.2235,520,46.47
81.9525,487.79,85.32,14.8565,0.1242,86.55,57.6,15.7347,46.548,286.05,518.28,42.836,710.16,12.298,72.2832,710.16,343.14,516.29,82.2675,372.3,0.1284,600.18,83.52,25.9405,71.6782,33.19,4.585,9.588,9.9832,600.18,19.4466,4.625,2.6008,76.7778,2.6008,0.1284,358.0623,173.8125,11.1246,84.585,0.2087,14.9538,343.14,0.1975,173.81,537.88,85.2075,57.525,9.1124,0.131,20.4234,4.585,571.2,287.01,0.1783,0.131,4.186,66.2232,520,46.548
81.99,487.79,85.275,14.8493,0.1241,86.85,57.525,15.7349,46.59,286,518.43,42.8242,710.16,12.3,72.283,710.16,343.14,516.29,82.2675,372.2,0.1283,600.24,83.49,25.9845,71.7019,33.19,4.5875,9.584,9.9828,600.24,19.4451,4.625,2.601,76.776,2.601,0.1283,358.2345,173.151,11.1272,84.6075,0.2086,14.9424,343.14,0.1974,173.152,538,85.17,57.6,9.1124,0.1309,20.4239,4.5875,571.25,287.1675,0.1783,0.1309,4.199,66.2229,520,46.59
81.975,487.79,85.26,14.8504,0.1241,86.15,57.6,15.7352,46.644,285.9,518.55,42.8155,710.16,12.302,72.2827,710.16,343.14,516.29,82.29,372.1,0.1283,600.24,83.4525,26.023,71.7763,33.195,4.5875,9.581,9.9825,600.24,19.4441,4.0406,2.6006,76.7763,2.6006,0.1283,357.8557,173.961,11.1273,84.5925,0.2086,14.9311,343.14,0.1974,173.964,538.16,85.1775,57.6,9.1118,0.1309,20.4243,4.5875,570.55,286.8975,0.1783,0.1309,4.206,66.2225,520,46.644
81.99,487.79,85.23,14.8515,0.124,86.3,57.525,15.7347,46.638,285.85,518.67,42.8063,710.24,12.301,72.2819,710.24,343.17,516.29,82.245,372,0.1282,600.24,83.43,26.056,71.8007,33.195,4.59,9.578,9.9822,600.24,19.4431,4.0406,2.6006,76.7755,2.6006,0.1283,358.0279,173.286,11.1311,84.5925,0.2086,14.9198,343.17,0.1974,173.292,538.28,85.1325,57.5625,9.1118,0.1308,20.4247,4.59,570.75,287.01,0.1784,0.1308,4.209,66.2222,520,46.638
81.9975,487.79,85.2075,14.8526,0.124,86.5,57.5625,15.7354,46.644,285.75,518.73,42.8042,710.24,12.3,72.2815,710.24,343.17,516.29,82.26,371.9,0.1282,600.24,83.4,26.0945,71.8757,33.2,4.59,9.576,9.9818,600.24,19.4421,4.8359,2.6006,76.7748,2.6006,0.1283,358.2,174.1635,11.1287,84.555,0.2086,14.9084,343.17,0.1974,174.16,538.4,85.1625,57.5625,9.1118,0.1308,20.4251,4.59,570.4,287.0325,0.1784,0.1308,4.212,66.2219,520,46.644
82.035,487.79,85.2225,14.8537,0.124,86.075,57.525,15.7327,46.578,285.7,518.79,42.8018,710.24,12.301,72.2811,710.24,343.17,516.29,82.23,371.8,0.1282,600.06,83.4525,26.1055,71.9007,33.2,4.59,9.574,9.9815,600.06,19.4433,4.2188,2.6006,76.774,2.6006,0.1283,357.8557,173.961,11.1288,84.5775,0.2087,14.8971,343.17,0.1975,173.964,538.48,85.2,57.525,9.1118,0.1308,20.4255,4.59,570.75,286.7175,0.1784,0.1308,4.215,66.2215,520,46.578
81.99,487.79,85.2375,14.8548,0.124,86.325,57.6,15.7349,46.482,285.6,518.79,42.8067,710.24,12.301,72.2807,710.24,343.17,516.29,82.2075,371.75,0.1283,600,83.4975,26.111,71.9257,33.2,4.59,9.574,9.9812,600,19.4438,4.2188,2.6006,76.7733,2.6006,0.1283,357.5113,174.4605,11.1251,84.555,0.2089,14.8858,343.17,0.1975,174.468,538.52,85.2075,57.5625,9.1118,0.1309,20.4259,4.59,571.2,286.335,0.1784,0.1308,4.218,66.2212,520,46.482
82.0125,487.79,85.29,14.8559,0.1241,86.875,57.5625,15.7322,46.326,285.55,518.79,42.8116,710.16,12.301,72.281,710.16,343.14,516.29,82.2075,371.65,0.1283,599.94,83.505,26.078,72.0013,33.205,4.5875,9.574,9.9816,599.94,19.4446,4.375,2.6,76.7748,2.6,0.1283,357.3391,174.123,11.1277,84.5475,0.209,14.8744,343.14,0.1977,174.132,538.56,85.23,57.6,9.1113,0.1309,20.4264,4.5875,570.45,287.055,0.1785,0.1309,4.219,66.2209,520,46.326
81.9675,487.79,85.32,14.8571,0.1242,86.575,57.5625,15.7344,46.152,285.5,518.85,42.809,710.16,12.301,72.2807,710.16,343.14,516.29,82.2525,371.55,0.1284,599.88,83.4825,26.034,72.0269,33.205,4.585,9.576,9.9815,599.88,19.4456,3.9953,2.5998,76.7755,2.5998,0.1284,357.6146,173.2725,11.1278,84.5325,0.209,14.8631,343.14,0.1979,173.264,538.56,85.23,57.6,9.1108,0.131,20.4268,4.585,570.8,286.3575,0.1785,0.131,4.219,66.2205,520,46.152
81.9675,487.79,85.3425,14.8582,0.1243,86.375,57.6,15.7347,46.026,285.4,518.85,42.8136,710.08,12.301,72.2811,710.08,343.11,516.29,82.2975,371.45,0.1285,599.88,83.4975,25.9515,72.0526,33.205,4.5825,9.578,9.9814,599.88,19.4461,4.4734,2.5996,76.7765,2.5996,0.1285,357.408,173.5155,11.1279,84.5325,0.2092,14.8518,343.11,0.198,173.516,538.6,85.26,57.5625,9.1108,0.1311,20.4272,4.5825,570.5,286.8975,0.1784,0.131,4.212,66.2209,520,46.026
81.975,487.79,85.35,14.8593,0.1243,86.025,57.5625,15.7349,45.888,285.35,518.79,42.8258,710.08,12.303,72.281,710.08,343.11,516.29,82.3275,371.35,0.1285,599.82,83.5125,25.8635,72.0782,33.205,4.58,9.581,9.9813,599.82,19.4473,4.4734,2.5996,76.777,2.5996,0.1285,357.8212,174.042,11.1279,84.4875,0.2094,14.8404,343.11,0.1981,174.048,538.6,85.2225,57.5625,9.1108,0.1311,20.4276,4.58,571.2,286.8075,0.1782,0.1311,4.197,66.2209,520,45.888
81.945,487.79,85.365,14.8604,0.1244,86.15,57.525,15.7352,45.714,285.25,518.76,42.8344,710,12.303,72.2815,710,343.08,516.29,82.29,371.25,0.1286,599.88,83.4675,25.7865,72.1038,33.205,4.5775,9.585,9.9813,599.88,19.4473,4.6844,2.5998,76.7768,2.5998,0.1286,357.5113,173.799,11.128,84.5475,0.2095,14.8291,343.08,0.1983,173.796,538.56,85.17,57.6,9.1108,0.1312,20.428,4.5775,571.35,287.1225,0.1781,0.1312,4.177,66.2208,520,45.714
81.9825,487.79,85.3275,14.8615,0.1245,86.35,57.6,15.7354,45.546,285.2,518.64,42.8545,710,12.303,72.2815,710,343.08,516.29,82.275,371.15,0.1287,599.82,83.43,25.704,72.1295,33.205,4.575,9.59,9.9819,599.82,19.4486,4.6469,2.5998,76.777,2.5998,0.1287,357.4768,174.312,11.1281,84.555,0.2098,14.8178,343.08,0.1985,174.314,538.48,85.1325,57.525,9.1102,0.1313,20.4284,4.575,571.25,287.1675,0.178,0.1313,4.161,66.2207,520,45.546
81.9375,487.79,85.32,14.8626,0.1246,86.9,57.6,15.7357,45.336,285.1,518.55,42.8712,709.92,12.303,72.2821,709.92,343.05,516.29,82.26,371.05,0.1288,599.76,83.4525,25.605,72.1551,33.205,4.5725,9.594,9.9821,599.76,19.4501,3.8687,2.5996,76.778,2.5996,0.1288,357.9245,174.177,11.1282,84.5775,0.21,14.8064,343.05,0.1987,174.188,538.4,85.14,57.6,9.1096,0.1314,20.4288,4.5725,570.6,286.335,0.1779,0.1314,4.147,66.2206,520,45.336
81.9225,487.79,85.35,14.8637,0.1248,86.2,57.525,15.7329,45.054,285.05,518.4,42.8959,709.84,12.304,72.2829,709.84,343.02,516.29,82.23,370.95,0.1289,599.64,83.445,25.5005,72.1807,33.205,4.57,9.6,9.9823,599.64,19.4526,4.7781,2.5992,76.78,2.5992,0.129,357.8557,174.1095,11.1282,84.5775,0.2102,14.7951,343.02,0.199,174.104,538.28,85.17,57.525,9.1091,0.1315,20.4293,4.57,571.1,286.8975,0.1779,0.1315,4.134,66.2213,520,45.054
81.9075,487.79,85.335,14.8648,0.1249,86.4,57.525,15.7322,44.748,285,518.31,42.9136,709.76,12.304,72.2837,709.76,342.99,516.29,82.275,370.85,0.129,599.52,83.4975,25.3575,72.2063,33.205,4.565,9.607,9.9832,599.52,19.4556,4.7781,2.599,76.7818,2.599,0.1291,358.2,173.4075,11.1283,84.585,0.2105,14.7838,342.99,0.1993,173.404,538.16,85.1175,57.5625,9.1086,0.1317,20.4297,4.565,571.25,286.56,0.1779,0.1317,4.123,66.2214,520,44.748
81.9075,487.79,85.35,14.8659,0.1249,86.675,57.5625,15.7314,44.97,284.9,518.22,42.9317,709.76,12.304,72.2841,709.76,342.99,516.29,82.275,370.8,0.129,599.76,83.4675,25.198,72.1814,33.2,4.565,9.615,9.9828,599.76,19.4546,3.9203,2.599,76.783,2.599,0.1292,358.1656,173.961,11.1284,84.57,0.2103,14.7724,342.99,0.1991,173.95,538.04,85.095,57.6,9.1086,0.1317,20.4301,4.565,570.45,286.605,0.1774,0.1317,4.11,66.2216,520,44.97
81.96,487.79,85.3275,14.8671,0.1249,86.675,57.525,15.7337,45.06,284.85,518.16,42.9464,709.76,12.305,72.2845,709.76,342.99,516.26,82.32,370.7,0.1289,599.82,83.4525,25.1815,72.2064,33.2,4.565,9.617,9.983,599.82,19.4548,4.3844,2.5996,76.782,2.5996,0.1291,357.5801,173.799,11.1285,84.5775,0.2102,14.7611,342.99,0.199,173.796,537.92,85.0725,57.6,9.1091,0.1317,20.4305,4.565,571.25,286.965,0.1769,0.1317,4.07,66.2218,520,45.06
81.9375,487.79,85.335,14.8682,0.1249,86.175,57.6,15.7339,45.114,284.75,518.07,42.9651,709.76,12.305,72.2849,709.76,342.99,516.26,82.3125,370.6,0.1289,600,83.4225,25.2145,72.1807,33.195,4.565,9.618,9.9832,600,19.4533,4.0234,2.5996,76.7825,2.5996,0.1291,357.6835,174.069,11.1286,84.5325,0.2102,14.7498,342.99,0.1989,174.076,537.88,85.0575,57.6,9.1096,0.1317,20.4309,4.565,571.4,286.4475,0.1768,0.1316,4.033,66.2219,520,45.114
81.9075,487.79,85.3425,14.8693,0.1249,86.1,57.6,15.7342,45.102,284.7,518.01,42.9804,709.84,12.306,72.2846,709.84,342.99,516.26,82.32,370.5,0.1289,599.82,83.415,25.2365,72.2051,33.195,4.565,9.618,9.9833,599.82,19.4556,4.6031,2.5996,76.783,2.5996,0.1291,357.3735,174.1365,11.1286,84.5025,0.2102,14.7384,342.99,0.1989,174.146,537.8,85.095,57.5625,9.1096,0.1316,20.4313,4.565,570.95,287.19,0.1771,0.1316,4.028,66.2221,520,45.102
